screen_name	name	id	location	followers_count	friends_count	description
CheyenneStar8	I Stand With Ukraine 🇺🇦 (Cheyenne)	1300785490170392576		871	1114	Ready for positive vibes in 2022💕 New Year, New #adventures #BidenHarris #Resist 🌊🌊
CarlosHeads	Carlos Cabezas	1192657317914906624	Bío-Bío, Chile	29	213	
EVZintheGemCity	evz	1322898039493844992	Ohio, USA	7	482	Dayton family crap, Latin speaker and ESOL educator, Ohio Valley hiker, always swimming laps, likes moss and linguistics.
ChadJessome	Chad	707372519590854656	Cape Breton, Nova Scotia	364	3531	26. I do stuff I guess. Somewhat political. We punch nazis here. Black lives matter. Trans lives matter, Lgbtq+ lives matter.
t00muchE	erin	991078297764335616	they/them 19	36	174	suck my dick and choke on it i yield my time fuck you
eyesophi	Sophia	845498345116307456		361	370	I drink my vitamins | she/her | I made all the mistakes so you don’t have to! | SFASU | all opinions are my own
cherylbisbee	Cheryl Bisbee	57244701	Kansas City MO	72	600	
onebluemoon29	N K Waters	610398987	Massachusetts, USA	52	1562	Dazed and Confused - but not by choice…
Brookeelynnn7	Brookliss 🤠	827342670775406592	Colonie, NY	60	691	
RitaLL	Rita Lynn	37040356		55	265	
httpsnfr	c	3199359159		378	360	
franjennings55	Fran	4504710072		24	1085	
andenggtrrz	Andeng ✨	311899749	Edmonton, Alberta	490	835	listen b4 i go
ShatteredPrism_	cameron	884040332551311360	England, United Kingdom	55	712	Bi | 21 | He/They | One half of Brethren Pig | Memento Mori | Gamer at Heart, Filmmaker in Practice
mamakeeks94	Kiki White	1478319607177957381		26	551	Make money for Jonah
JMCexperience	JMC	277651482		18	813	Immanentizing the eschaton since 2011.
CherryB30680948	Cherry Blossom	1502516074889478145		2	79	S T A Y C L A S S Y 🦋
NewYahk	Rob Manfred hater	1500681776741629953		43	1073	
deanna_j769	Deanna J	1352001735871619073	 	9	103	Favorite Place is the Oceanside
FouadZebian	Fouad Zebian 🇺🇦	1484995990486720515		0	867	
pimnim69	rubi	1249742013181972480		36	102	literally april ludgate (wee/zer)
sassymcmelons	The OG Sassy McMelons	344713985		6670	1127	A yankee in the South. A lover of men and lipstick. 💋
JamiDiamond11	Jami Diamond	1499324892423942145		29	561	Mad as Hell Hot as Hades they/them/she/her artist/activist/freedom warrior/goat throat
dik2bomb	kat 🐀	2655384621		215	1461	???/!!! shrek (2001, 2004, 2007) ❤️❤️🐀🐀
_katarmstrong_	kitty	814546515502964737	mercury	143	255	she/her
joenlaw	Joseph	34131458	saturn	207	631	@_trsh is the mars princess
1904Rebecca	Rebecca Harper	1488012964770631681		1	17	
AllTheTVs	Mike Teevee	970905025294708736	Austin, TX	64	880	I suck in TV through my eye holes and present the resulting dumb to you.
grlneworleans	grlneworleans	1261840226173046784		52	764	
vmrdominguez	Victor Rodriguez	2370971138		27	1475	
mountainskunks	a mountain skunk	1318249680531312643		52	154	S K U N K
fair_and_equal	I like good people! 🇺🇦	1085958398649102336	In a @GOP totalitarian state	722	1387	I am vaccinated, like all sane, caring, loving people are.
gamgio1	Pedro Gamboa	225450768	Illinois, USA	305	769	Retired, golf enthusiast & the luckiest Grandfather in Chicago. Striving to keep #DonaldTrump honest one tweet at a time
jaygtoocool	Jay²	1016544482	ct	771	1015	wake up @jaygsocool
Kristin_Delaine	kristin.	469778828	Denver, CO	173	417	uffda.
FanciFiction	Fanci Fiction 🦉⚖️📺👩‍⚖️🏴‍☠️	1234412956076523520	Los Angeles, CA	90	1000	Good guy. Huge conscience. Long memory. Not all-knowing. Y'all mind if I hate murder? Don't hate the player; hate the game.✌️Have a good day 👩‍🎨®
flajon72	Jonathan Shanahan	225082430	Cork, Ireland	342	1104	NFFC since I was 7. COYR. David Bowie since 7.
mskarenporter	Karen Porter	758486496294744064		16	139	
erika72231628	erika	1163118912982134784		8	82	I don’t know how to use this
Kennsigrid1	Ken Locatelli Sr	215401401	Waterford, MI	3665	1995	I served in the United States Army during the Vietnam war. I believe in the constitution and defended it. I put my life on the line for my country. #Veteran
ashton_lay_	Ashton Lay	1481027401932951552		4	57	
Myyrman	tenderhearted	353230551		59	147	
maxfeijennl	Max Feijen	1297959505821601798	The Hague & Oegstgeest (NL)	425	810	Student International Studies (North America). 20. 🇳🇱🇪🇺| Слава Україні ✊🇺🇦
ChristineHarms	Christine Harms	3003935707	Sacramento, CA	469	1668	CA politics. 🚒 Believer in unions & working families. Proud @UCDavis alumna. I baked bread before it was cool. In case you were wondering, opinions are my own.
vaguetracks	RVN	1306721836625874945	?	70	272	
LauraYo87293216	Laura Young	1125473686847410176	Ontario, Canada	16	242	
LisaYacuzzo	Lisa Yacuzzo	2468413448		2	104	
bronyonketamine	sexy karl marx	1321135638008090624		75	88	AKA socks
DinaRea	Dina	321741250		13	49	
Voor_pret	Voorpret	1439538723817934850		3	152	
ripivu	riva stradlin	1321789713091502080		18	144	smua cowo jleg yg ckep hanya izzy stradlin
ElizAuroras	Elizabeth Dick	1115346848	Anchorage, Alaska	415	726	Alaskan. Public school teacher, photographer, traveler. Fulbright alum, PhD German. Alaska, language instruction. All views my own.
romikramer	Romina Painter	4871027305	Charlotte, NC	77	371	🦄 Product designer
kimberlykane	Kimberly Kane	20044332	Nashville, TN	149088	830	Mattress Thespian 🎭💦
sad_w0lf	Prince Jay	1445955114137620483		2	10	every once in a while my brain cells kiss and i experience critical thought
Tschuiling	YYCTam	27435255	Calgary	151	833	Always bored|food enthusiast|great dancer in my head|sarcasmo extraordinaire|can't turn off my brain|dreamer|leader|listener|friend|uber marketer|urban gal
alearreguy	Arreguy	2339417977	Guimarães, Portugal	31	76	One day I will find the right words, and they will be simple. JK 🇧🇷 - 🇵🇹 • 22yo •
tinybigplanet	ツ	1132012571379339265		9	1250	Not a dog, not a wolf. All he knows is what he is not. If only he could see what he is..
VictoriaThibau2	vic.tbo	1117299822028034050	United States	58	65	i don’t think like you
elmasmejjor	Marco Vargas	1460118780634439680		3	375	
nikkiVSeveryone	nikki	1079555576508633089	the ROC, ny	6	270	
UnitedWeComment	🇺🇦United We Comment #Resistance 📢🌊📢 #MaskUp😷	816216624	Somewhere in the Stratosphere	1570	2787	Fight and make way! 👊#StandWithUkriane 🇺🇦 #Resistance #AOC2024. Keep the neglectful and irresponsible #Accountable. I blame the #FormerGuy
dasha11147	devi	1459277010929434628		224	155	there’s nothing wrong with me. 22
FitzwaterSkylar	Skylar Fitzwater	1495869895749287946		0	7	
my2cnz	Barb	16085409	San Diego, CA	1402	2741	Living our lives w/out intentionally harming other beings is the next step in our evolution #VOTE #VOTE #VOTE!!
dreid222	Heads or Tails	3035589831	Florida, USA	166	3111	It be like that sometimes. 22
ReyOrtiz213	Rey Ortiz	2384246624		15	614	
ThemzanaVunene	Themzana NtuleNtule	1415208516	Eden	32	589	God's child, Daughter,Sister,Aunt,Model,Dreamer, Legal Practitioner, WomanofFaith.
kpcake	Karina 💉🐊	35241710	São Paulo, Brazil	303	1862	Imunizadah 💉
DianeLitten1	Diane Litten	1453264624724348928		4	883	
94_eos	✨	56013039		285	241	
SoniaRoxEponine	SoniaRoxanaEpona,M.Arch.🔥#BernieWarrior🔥#NotMeUs	828072466194894848	Florida, USA	576	919	EternalLoveAboveAll.....💙❤️🌈🪐✨🌌 👩🏼‍🚀*Start with a BIG IDEA, after you value-engineer a small idea, you end up with nothing. FeebleMinds=WorldExtinction
GordonSmithPoet	Gordon Mitchell Smith	829439482873065472	Santa Monica, CA	372	733	Is it you I dreamed of? And you, of me? Poet, wine guy, native Nashvillian • Poems @kenyonreview @columpoetry @PalettePoetry @theamericanjou1 @GateCrashersPod
JShafer64201818	Steel Wheels	1479446089317208065		1	45	
myheartisinMIA	SHA	1454260726684606464		176	110	This is a @Urfavprettygrl STAN ACCOUNT @Paraoine
MalFisch	Mallory Fischette	1158702337		54	75	MSU
ecilessi	c ❦	1033388888817954816		493	347	₄₄₄
Lucas_gr3y	Lucas Grey	1502484913181843460		1	26	18
JillHew92938365	Jill Hewitt	1314985335701467136		5	111	
leslieyoung21	leslie	354145970	Spirit lake tribe, ND 	575	258	Mother. ✨ aspiring licensed social worker. 📚 coffee connoisseur. ☕️ | ♈️
kernelsanders11	lil honey	857379845260664836	New York, NY	38	71	cyber boy, guitar boy, NBA uncle
angelicrackhead	callie 333	1195088367186325527	🔮	224	2562	choose ur vibe
notjohnnymalone	Reid Martin he/they	1336308626139463680		0	56	professional dumbbum. constantly feels like a plastic bag.
YulaFernandes	fishfood	1545054553	New Zealand	6	88	:^)
AllenShaw77	Allen Shaw Waldman (Self-Elected Affirmation Fae)	740567371		1556	3090	Your average person. Not very interesting (allegedly), but known to have short bursts of brilliance now & then. #JusticeForJohnnyDepp
Lolamusic83	BagLady	542814800		11	66	
CliftonSinkler4	Clifton Sinkler	1502241340469489667		4	143	
Meg_Norris_NY	Meg Norris	3392945650		21	187	
wildberyblossom	Pamela Campbell	831295421154746368		64	699	
dgryan23141	David Ryan	1473044725636775947		12	440	
gabedogen	dogen 🧼	4841662075		112	700	
SherrieSings	Kittle	179712948	Virginia, USA	16	635	* Love * Positivity * I like to use my voice
brealymck	Bre McKissick	872804299	Pennsylvania, USA	205	291	You need three ingredients for a cocktail. Vodka and Mountain Dew is an emergency.
AARADEOLI	michele s	229289023		5	1174	
chxrilynn	CT	1954778407	Hamilton, Ontario	281	155	
pabulayers	s	967762036716261376	221B baker street	273	799	
savannhsmiths	jada	1318922747750338567	21 she/her mixed bi	353	236	rowan blanchard apologist | nyc
terrence_ewoldt	Terrence Ewoldt	733471759140184067	Glenrock Wy	6	212	
charli_xcxs_gf	ahri	1499123199132372993		73	110	used to be hyperpop_thembo, they/them, lesbian, charli notice x1
fictionalmoss	Se llama Heath sólo	1447438137022627845	Las Américas 	10	399	Mmmm 29 yrs a 🗯goblin Mis obsesiones son las orugas, rocas, y el placer Let's go fishing only in video games.
KatieChristie10	Katie Christie	912082614424612864	Plainfield, IN	126	291	-“This is so boring and forever taking” but i’m also a little feisty- DreadHead.
_angelinaag	angelina	3349787091		18	124	
starsamuraii	a	1391554912601841666		2	249	
kwinstonNYC	Kk	1125768525690224640	Silver Lake, Los Angeles	167	248	Animal lover and political junkie with an artist's soul. #resist 🌊🏳️‍🌈☮
AbbeysRoad54	Abbeys Road	875894636	USA	3572	2421	Catholic, Patriot; Love Music; my SUV; antiquing; painting & coloring for fun🤓😎.
CasildaLimonta	Casilda	1498807839552417801	Macondo	1004	34	Fría como el viento, peligrosa como Marimar cuando se volvió Bella Aldama. Yo no vengo aquí a hacer amigos, voy directo a mis metas, soy una profesional.
ticichris	Tici Chris	960574310		46	118	
sdmalt96	Samantha Maltais	1040953742	📍Wampanoag Land	2750	950	Aquinnah Wampanoag 🌅 • @Harvard_Law • Indigenous Rights • Environmental Justice • She/Her #LandBack #BLM #MMIWG2S
starzzz565	starzzz	1502503469801873409	Los Angeles, CA	0	118	yoo
BjmooreBmoore	Brandi Jo	1915311306		175	775	Call it a clan, call it a network, call it a tribe, call it a family: Whatever you call it, whoever you are, you need one.” —Jane Howard
JoeyShm0e	Joey	816920580775669760		33	589	He/Him. Eat the poor. 19. https://t.co/ipCtOGwVU9
yasminxkam	yasmin 🌱🌸🪐	836373220093747204	morocco	844	900	🇲🇦 be kind & full of life | free Palestine
deedoublewho	deedoubleահօ?	2284279003	Cjamchanji, Nigeria	217	1824	the friendship between feelings, noise and conversation. don't hold your breath for anything in life and live it. keep sending out a postive charge. loud. wide.
genevievewelsh1	Genevieve	3763641861		111	384	Medieval Woman intertwined in time travel. Kaleidoscopic. Boho. Swashbuckler. Scholar. Perspicacious. Phantasmagoric.
RyleeKlassen	Rylee	2448376526	Alberta, Canada	37	322	
poppeetim	poppeetim	17101903		74	920	🤔 A Lot; 👨🏼‍💻 A Lot; 🏃🏼‍♂️A Lot; ❤️A Lot; 🎼 A Lot; 🍽🥂 Impt.; Worked Long Years in Corp. Finance; Grandchildren on 3 Continents; Carnegie-Mellon Grad.
georgemasters	George Masters 🇺🇸🇺🇦	367381050		478	3122	"stop following me. I am not a [writer]." @jackwhite
MargoB20	Margo B	1293286736399945729		0	81	
KelseyRae_	Kelsey Munksgaard	2353540664	Southern Maine	3007	2809	marketing pro 🌻 nature photos 🌱 inspiration kelsey.munksgaard@gmail.com
goblinbabiez	leo :)	1126538732566396928		2	442	he/they • 19
faaithroberts	faith	405460757	she / her 	364	573	i will walk over there right now like a super star mega bitch // previous suffragette // i am the bar
PhiilipScott76	Philip Scott	1502506385291952132		0	31	
tweek0247	Charles Demo	78791231	Plymouth, MN	46	185	Dad of lots of kids pca Star Wars nerd
StanRealMusic	Celia🦋☁️	787355097315573760	NickiQueenOfRapMinaj	1345	1272	If you don’t like Nicki Minaj….keep that shit to yourself, that’s embarrassing.
0xc0ffea	Ȼᴏƒƒєα 🐇☕🏳️‍🌈🏳️‍⚧️	4077329355		322	697	Lost and wandering strange crazy lands. Queer #maker #gamedev bunny, ADHD coffee addicted INTJ, Lawful Evil, She/Her. https://t.co/HeWxi5zuKL
ZoeyPurplebride	ZoeyA	1436082690231578629	Ghana Kumasi 	101	732	Hi everyone. This is Zoey, a writer and fan of Nicki Minaj. Pls be respectful to me and I will do likewise. I hate drama Typical #Leo. paigeapee@yahoo.com
bluepen43	bluepen43	1038196592065503232	Meridian, ID	5	100	Veteran resister, voter, sax player, retired cook, accountant and manager. Ask me anything.
giannaf_xox	gianna	1027307478		144	232	
karly_elise_	karly	1376415779944595460		8	55	i only use this to stalk people ✌🏼😙
seoklavigne	fiona from shameless⁷⁺⁹ᴇɴ-	1137774216131108865	she/they	567	781	push and pull supremacy
laysmallz	layyy🖤	4872971775		222	450	🇯🇲
AnneLuvNicki	AnneLuvNicki	1154981400942129152		1840	2036	A fan of Nicki Minaj, Doja Cat, Summer Walker, Ariana Grande, Taylor Swift, Lana Del Rey, Melanie Martinez, Sza, Billie Eilish, and Katy Perry That’s on period.
harlovvalentine	jane fonda	1494098535616335872		4	107	bathed in his blood
misserdfiorr	𝐌𝐀𝐘𝐀𝐑𝐀 𝐒𝐂𝐇Ü𝐋𝐓𝐙	1403835794561851393	Miami, FL	235	2644	
lindandmika	Linda Larue	19352562	Victoria	2	46	
bamsbish	Sanju	1313132071544483841	she/her	17	134	we'll get to see them in concert soon :) A lil 🌈 armyweeb | OT7
Skittleboy__	Cloud	1418604593064280073		2	11	Hi! I go by cloud,I'm 14,I live in Utah,I'm transgender panromantic demisexual and polygamous,I own a cat,I love stuffies,and I have two younger sisters.
MacDonaldKP	Kevin MacDonald	148549392	Stow, MA	85	719	
jancantoo	🌻🌻🌻🌻🌻🌻🌻🌻	542299867		3905	4515	🏴󠁧󠁢󠁳󠁣󠁴󠁿🇦🇺 Just a helpless keyboard warrior and a philistine when understanding war but learning everyday. Ukraine is always on my mind. 🇺🇦🌻
notjaywalkin	jay	1259020823857266688	usc or new york	16	124	20 year old aspiring himbo (he/him)
BobonBass4U	Bob on Bass	1460405581114748929	S.E. Wisconsin	12	72	Precision bass , Blues ,jazz or jazz blues. Stationary Engineer 2nd class.
m3lancholy22	❤️‍🔥	1026385255425626117		7	74	
davywayneadams	non-bidenary	1942590428	kentucky	433	254	they/them 🧚 ☭
Ms_Jemmi	Ms_Jemmi	1457929510846808070	Melbourne, Australia	117	253	Communications student | Volunteer | Loves writing | Loves dogs | https://t.co/Dw09EdrPof (Riding silhouette photo by Arvind Shakya from Pexels).
emme_ack	Emme_Ack	884575768453558272	Venice Beach, Los Angeles	65	614	
zoejoon	Zoë with the two dots	1087601214		168	332	too much, all of the time
Marisssssa24	Marissa	1324201250364170242		42	625	single mum lover of the arts alice in chains fan Taungurung
natcifud	Natalia C	2495377609		440	669	⚡ Artista y diseñadora en: IG @acidific_ 💜💙 Fashionista Low Cost
KevinSussman	Kevin Sussman	123416490	Los Angeles	114487	1442	Actor, writer, primate.
JohnTip736736	John_Tipton	1499110773968281609		37	440	Real American Patriot
UweSerf	Ewu	1563899605	New Jersey, USA	24	16	Just me
QueenJacksonXXX	Bella	756103048532033536	United States	222	210	I just want to be a sugar baby🍯💕 CASHAPP: BellaBella316
Yogawithruth	Yoga with Ruth	3048797923	North Carolina, USA	6	84	
Geaux_Brooke_D	Brooke D	1086344687127052289		34	307	
TheDartsLounge	J	2551848732		4	53	
little_lillster	Lilly	2972490267		211	190	
TammyFo74896071	Tammy Foster	1488638722350460935		3	18	
BrunoMo43534899	Bruno	1246248717792862208		2	404	
balloonknot24	ken kaniff	791833333047046144	Austin, TX	64	1512	and it is what it is till it ain’t
NancyVillanti	Nancy Villanti	1370211456218714116		18	217	I am a fun loving person.
kelsiebdavis	Kelsie	2544365401	Austin, TX	883	649	IG: kelziedavis 🌥
IndigoNKZ	Cici	1459837413925306372		7	38	
laurabythebeac1	laurabythebeach	1044419678460874752		1	58	
drecolkris	Hawks&Hornets	2654455640		44	1122	Please use your common sense and vote Democrat
HartMiriamahart	Miriam Hart	2851285149		5	29	
jessimae157	Jessi Mae	2188124325	Pennsylvania	324	398	I'm scared of gnomes and hate the word yacht and I can yodel.
QueenLau	Laurie deSilva	56993873		16	313	
ALittleTooRaph_	olivetine	174920579		60	479	I'm doing my best.
miss_rishh	.R.O.Y.A.L.T.Y.	720218795751694336	Toronto, Ontario	167	1040	IG: 00miss.rishh //🇸🇻 🇬🇾//
creativebizinc	Jeanne Hardy	1884471008	Brooklyn, NY	272	640	Founder & CEO of Creative Business Inc. – a business services and financial advisory firm serving elite entrepreneurs and growing small businesses. She/Her/Hers
macaronipenis	Healos	759352191240933376	Sydney, New South Wales	6	211	
JeffSalmore	Jeff Salmore	1441073891728769031		5	165	
_xo__W__ox_	☆.｡.:* 𝖜𝖗𝖊𝖙𝖈𝖍𝖊𝖉 𝖊𝖌𝖌 *:.｡.☆	730414807		27	443	Please, do your part to protect your community. Wear a mask, wash your hands, and keep social distancing.
sabri_oran	Sabri ORAN	3578412382		60	3322	*K.A.L./*K.H.O./*GEORGİA SOUTHERN UNIV. U.S.A. *DEİK/FORMER TÜRKİYE-BOSNIA AND HERZEGOVINA BUSINESS COUNCEL PRESIDENT *MOTORCYCLE AND TWITTER TRAVELER
kmhaem	Kmhaem	1441110323017109515		12	122	husband, plant father and armpits lover (he/him)
sharkchompchomp	maggie	1255670555824451584	ogden, utah	832	477	receptionist extraordinaire (she/her)
EmilTkaczyk6	Emil Tkaczyk	1299822302327046144	Palmerston North	21	28	I am a fun person with a weird sense of humor that often people do not understand.
